Institución Educativa Distrital -IED;Deporte;Sexo;Edad (años cumplidos);Peso (kg);Talla (cm);Talla Sentado (cm);Envergadura (cm);Balón Medicinal;Salto Largo;10 x 5 (s);30 m lanzados (s);Wells;Leger;Velocidad Máxima (Course Navette - km h^-1)
COL CASTILLA (IED);FUTBOL;Hombre;12;55.8;162;80;166;440;161;22;4.36;16;6;11
COL CASTILLA (IED);FUTBOL;Hombre;12;41.1;157;74;157;354;155;22;4.31;28;7;11.5
COL CASTILLA (IED);FUTBOL;Hombre;12;36.1;149;76;148;290;143;22;4.67;18;6;11
COL CASTILLA (IED);FUTBOL;Hombre;12;48.5;156;78.4;156;432;146;22;5.02;24;6;11
COL CASTILLA (IED);FUTBOL;Hombre;12;38.7;156;77;156;304;145;21;5.02;19;6;11
COL CASTILLA (IED);FUTBOL;Hombre;12;45.5;156;82;154;400;176;19;4.68;12;7;11.5
COL CASTILLA (IED);FUTBOL;Hombre;12;31.2;141;72;140;226;104;21;5.26;14;3;9.5
COL CASTILLA (IED);FUTBOL;Hombre;12;36.8;152;72.6;150;346;152;22;5.96;16;5;10.5
COL CASTILLA (IED);FUTBOL;Hombre;12;33.2;144;74;144;270;134;19;5.97;13;4;10
COL CASTILLA (IED);FUTBOL;Hombre;12;40.1;148;76.5;153;326;131;19;5.13;29;7;11.5
COL CASTILLA (IED);FUTBOL;Hombre;12;39.8;150;78.5;146;362;152;23;5.44;26;2;9
COL CASTILLA (IED);FUTBOL;Hombre;12;47.6;148;74;154;264;110;26;6.74;24;1;8.5
COL CASTILLA (IED);FUTBOL;Hombre;12;37.5;146;74;148;360;150;22;5.46;16;6;11
COL CASTILLA (IED);FUTBOL;Mujer;12;54.9;157.5;81.2;155;280;110;22.49;5.98;9;4;10
COL CASTILLA (IED);FUTBOL;Mujer;12;43.9;152.5;78.4;155.2;270;108;23;5.8;12;4;10
COL CASTILLA (IED);FUTBOL;Mujer;12;41;159.2;112.6;156.8;362;149;22;5.55;11;4;10
COL CASTILLA (IED);FUTBOL;Hombre;12;44.9;160.6;81.2;162;376;169;21.1;4.77;18.5;7;11.5
COL CASTILLA (IED);FUTBOL;Hombre;12;31.7;137.5;72.5;136.5;230;140;25.67;5.62;23;5;10.5
COL CASTILLA (IED);FUTBOL;Hombre;12;51.3;153;79.6;147.5;300;137;22.65;5.34;23.3;8;12
COL CASTILLA (IED);FUTBOL;Hombre;12;43.6;154;72;145;240;100.5;23.05;6.67;15.5;3;9.5
COL CASTILLA (IED);FUTBOL;Mujer;12;51.5;155;79.2;158.5;328;135;22.91;5.6;20;3;9.5
COL CASTILLA (IED);FUTBOL;Hombre;12;38.2;133;76.3;151;310;179;21.78;5.19;16;8;12
COL CASTILLA (IED);FUTBOL;Hombre;12;43.4;145;80;148;325;114;21.91;7.2;7;1;8.5
COL CASTILLA (IED);FUTBOL;Mujer;12;47.7;153;82;150;445;138;21.1;5.58;25;2;9
COL CASTILLA (IED);FUTBOL;Hombre;12;38.9;150;81;150;296;144;19.81;4.94;4;4;10
COL CASTILLA (IED);FUTBOL;Hombre;12;29.2;143;79;143;350;152;20.15;5.95;21.5;4;10
COL CLEMENCIA DE CAYCEDO (IED);FUTBOL;Hombre;12;45.3;151;82;146;418;210;24;6.12;24;5;10.5
COL CLEMENCIA DE CAYCEDO (IED);FUTBOL;Mujer;12;30.3;139;75;131;322;185;18.42;6.21;23;4;10
COL COLOMBIA VIVA (IED);FUTBOL;Hombre;12;32.7;143;72;146;260;148;21.53;5.83;26;3;9.5
COL COLOMBIA VIVA (IED);FUTBOL;Hombre;12;36;148;73;148;240;160;22.2;4.85;16;6;11
COL COLOMBIA VIVA (IED);FUTBOL;Hombre;12;35;147;80;149;408;144;22;5.6;11;2;9
COL COLOMBIA VIVA (IED);FUTBOL;Mujer;12;38.3;152;73;155;245;156;23.4;6.06;15;3;9.5
COL COLOMBIA VIVA (IED);FUTBOL;Hombre;12;39;153;74;156;480;175;24.07;5.07;16;6;11
COL COLOMBIA VIVA (IED);FUTBOL;Hombre;12;30;141;71;136;270;135;21.06;5.73;18;6;11
COL COLOMBIA VIVA (IED);FUTBOL;Hombre;12;36.5;144;72;145;222;125;24.08;5.44;23;3;9.5
COL COLOMBIA VIVA (IED);FUTBOL;Hombre;12;37.2;148;77.5;147;374;150;18.25;4.69;26;6;11
COL COLOMBIA VIVA (IED);FUTBOL;Hombre;12;33.8;138.5;71.8;149;247;181;17.27;4.41;17;4;10
COL COLOMBIA VIVA (IED);FUTBOL;Hombre;12;35.3;146;75;147;340;142;19.32;4.8;7;2;9
COL CUNDINAMARCA (IED);FUTBOL;Hombre;12;34;145;65;152;357;136;39.3;4.76;22;6;11
COL CUNDINAMARCA (IED);FUTBOL;Mujer;12;45;150;75;150;258;133;30.65;6.38;33;3;9.5
COL CUNDINAMARCA (IED);FUTBOL;Mujer;12;32;142;73;153;362;136;29.41;6.55;32;4;10
COL CUNDINAMARCA (IED);FUTBOL;Hombre;12;35;137;70;130;322;138;28.54;5.44;20;4;10
COL CUNDINAMARCA (IED);FUTBOL;Hombre;12;43;143;74;139;410;145;27.02;5.86;20;4;10
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;36.4;144;74;137;231;140;22.4;4.85;18;6;11
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Mujer;12;45.5;155;84;140;320;144;20.76;4.6;28;4;10
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;33.4;139;70;139;271;151;22.18;4.6;22;6;11
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;30.01;138;66;140;222;151;22.61;4.3;21;6;11
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;37.3;146;72;142;260;137;19.65;5.3;20;4;10
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;32;147;73;146;343;162;17.81;4.75;12;8;12
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;38.3;148;72;154;360;143;18.94;5.13;14;9;12.5
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;30.6;140;70;150;200;145;19.36;5.39;20;7;11.5
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;32.5;147;73;154;285;158;17.47;5.34;22;5;10.5
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;32.1;138;70;143;299;140;19.2;5;16;6;11
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;38.2;154;72;157;415;166;17.56;5.21;19;5;10.5
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;38.5;145;72;149;310;135;17.97;5.44;19;6;11
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;37.2;143;72;146;300;130;18.53;5.34;20;4;10
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;37.5;139;72;138;295;130;17.12;4.9;20;4;10
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Hombre;12;29.1;141;70;141;321;140;17.65;5.47;12;5;10.5
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Mujer;12;40.3;148;76;146;370;132;18.31;5.49;25;6;11
COL DELIA ZAPATA OLIVELLA (IED);FUTBOL;Mujer;12;35;139;69;140;340;130;20.04;6;24;4;10
COL EDUARDO CARRANZA (IED);FUTBOL;Hombre;12;58.5;153.8;76;161;471;137;17.9;6.28;25;4;10
COL EDUARDO CARRANZA (IED);FUTBOL;Hombre;12;44.1;151.7;75;158;421;149;19.4;5.09;29;4;10
COL EDUARDO CARRANZA (IED);FUTBOL;Hombre;12;39.6;147;74;144.5;309;154;19.1;4.78;12;5;10.5
COL EDUARDO CARRANZA (IED);FUTBOL;Hombre;12;43.7;150;72;153.5;338;161;18;4.53;10.5;6;11
COL EDUARDO CARRANZA (IED);FUTBOL;Hombre;12;41.6;145.4;73;149.5;384;189;19.1;4.8;23;5;10.5
COL EDUARDO CARRANZA (IED);FUTBOL;Hombre;12;56.7;157.1;76.5;156;377;144;18.7;4.72;19;6;11
COL EDUARDO CARRANZA (IED);FUTBOL;Hombre;12;58;143;75;160;362;114;19.38;6.44;21;1;8.5
COL EDUARDO SANTOS (IED);FUTBOL;Hombre;12;45;165;68;166;430;193;19.21;4.33;17;4;10
COL EDUARDO SANTOS (IED);FUTBOL;Hombre;12;40;145;72;145;420;160;18.2;5.04;21;2;9
COL EDUARDO SANTOS (IED);FUTBOL;Hombre;12;55;149;73;150;490;129;19.99;6.47;14;3;9.5
COL EDUARDO SANTOS (IED);FUTBOL;Hombre;12;50;142;74;143;340;190;21.1;4.96;25;3;9.5
COL EDUARDO SANTOS (IED);FUTBOL;Hombre;12;32;134;71;135;253;185;19.21;4.95;18;5;10.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;38;140;60;140;275;122;19.75;6.1;19;5;10.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;40;141;70;143;250;130;19.7;6.15;17.5;7;11.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;31;134;66;137;300;120;21.02;5.66;18.8;7;11.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;39;142;74;141;260;133;18.57;6;19;3;9.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;37.3;140;72;146;300;137;21.12;5.01;19;5;10.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;45;147;75;161;230;174;19.51;5.18;22;NA;NA
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;60;155;66;150;415;136;18.36;7;16;5;10.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;50;146;67;138;152;100;20.95;9.2;5;4;10
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;40;148;65;139;245;100;19.33;8;18;5;10.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;42;145;68;135;232;140;18;7.43;29;6;11
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;40;143;67;139;262;120;16.98;7.36;20;7;11.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;45;147;75;161;230;172;18.76;6.2;4;3;9.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;52;154;77;156;220;137;17.52;5.99;15;6;11
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Mujer;12;45;148;79.2;148;210;110;22.23;7.63;21;2;9
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Mujer;12;42.7;155;81;158;330;120;22.04;7.91;22.9;5;10.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Mujer;12;56.4;154;83.5;162;400;137;19.68;6.26;22;3;9.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Mujer;12;44;141;87;142;340;130;21.3;7.31;15.3;3;9.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Mujer;12;45.6;157;81.5;162;370;116;31.1;7.51;19;4;10
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;31.4;142.2;71.9;151;345;149;19.2;6.62;26;6;11
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;43;150.7;68.1;146;430;114;20.64;5.36;23;6;11
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;36.9;140.3;73;142.3;345;121;21.2;6.38;7;5;10.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;38;145.9;71.5;152.1;430;139;20.21;6.77;26.1;2;9
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;52.4;165;85.5;156.3;443;165;19.7;5.24;10;6;11
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;33.4;158.2;73.5;140;410;140;19.11;6.17;22;1;8.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;39.4;165;82.1;143.2;460;157;20.38;5.68;14.3;5;10.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;38.2;140.3;73.1;146.5;340;135;21.15;5.97;14.1;2;9
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;33.5;160.1;74.8;150;410;143;19.22;5.59;18;4;10
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;35.6;150.7;74.1;145.1;410;126;22.3;5.94;30;5;10.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;36;154.3;77.5;145.9;350;135;18.3;6.54;29;3;9.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;33.9;140.7;73.1;135.9;410;138;29.8;6.65;20;4;10
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;35.8;139.9;76;135.6;249;129;25;7.48;23;4;10
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;42.3;142.4;72.7;138.8;429;145;25.91;5.78;14;5;10.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;48.2;136;79;150;400;138;25.83;7.3;19;7;11.5
COL FEDERICO GARCIA LORCA (IED);FUTBOL;Hombre;12;33.8;134;71;142;410;144;21.65;7.48;14;5;10.5
COL FERNANDO MAZUERA VILLEGAS (IED);FUTBOL;Hombre;12;32.6;134.6;120;141;299;131;18.96;5.31;6;10;13
COL FERNANDO MAZUERA VILLEGAS (IED);FUTBOL;Hombre;12;37.5;145;123.1;151;312;136;18.49;4.52;4;7;11.5
COL FERNANDO MAZUERA VILLEGAS (IED);FUTBOL;Hombre;12;42.3;151;125.5;156;345;139;18.15;4.56;19;8;12
COL GERARDO PAREDES (IED);FUTBOL;Hombre;12;46;148;76;150;390;150;23.54;6.03;25;3;9.5
COL GERARDO PAREDES (IED);FUTBOL;Hombre;12;35;155;124;140;260;120;23;5.6;24;6;11
COL GERARDO PAREDES (IED);FUTBOL;Hombre;12;37;160;124;150;260;140;21;5.6;21;8;12
COL GERARDO PAREDES (IED);FUTBOL;Hombre;12;43;148;123;156;396;180;16.47;5.47;26;8;12
COL GERARDO PAREDES (IED);FUTBOL;Hombre;12;38;147;122;145;330;179;18.9;5.7;30;8;12
COL GERARDO PAREDES (IED);FUTBOL;Hombre;12;43;148;123;156;390;180;16.47;5.47;26;8;12
COL GERARDO PAREDES (IED);FUTBOL;Hombre;12;38;147;122;145;360;179;18.9;5.7;30;8;12
COL GERARDO PAREDES (IED);FUTBOL;Hombre;12;35;155;124;146;260;120;23;5.6;24;7;11.5
COL GERARDO PAREDES (IED);FUTBOL;Hombre;12;37;160;124;150;260;140;21;5.6;21;5;10.5
COL GUSTAVO RESTREPO (IED);FUTBOL;Hombre;12;46.1;158;86;167;490;193;18.16;4.63;34;8;12
COL GUSTAVO RESTREPO (IED);FUTBOL;Hombre;12;35.2;143;74;140;220;150;17.87;5.02;17;3;9.5
COL GUSTAVO RESTREPO (IED);FUTBOL;Hombre;12;32.6;145;76;143;260;146;19.94;5.99;14;3;9.5
COL GUSTAVO RESTREPO (IED);FUTBOL;Hombre;12;34.5;152;80;150;350;162;19.88;4.82;28;5;10.5
COL GUSTAVO RESTREPO (IED);FUTBOL;Hombre;12;36.4;143;71;144;315;138;26.6;7.38;31;4;10
COL GUSTAVO RESTREPO (IED);FUTBOL;Mujer;12;43.2;153;74.4;150;270;100;29.1;7.69;25;3;9.5
COL GUSTAVO RESTREPO (IED);FUTBOL;Hombre;12;61.5;152;77;152;352;135;21.05;6.72;23;4;10
COL GUSTAVO RESTREPO (IED);FUTBOL;Mujer;12;39.5;150;69;150;410;172;23.06;7.31;29;4;10
COL GUSTAVO RESTREPO (IED);FUTBOL;Hombre;12;36.6;140;61;147;370;170;24.02;6.75;30;5;10.5
COL GUSTAVO RESTREPO (IED);FUTBOL;Mujer;12;40.3;155;80;135;285;114;23.55;7.06;33;4;10
COL GUSTAVO RESTREPO (IED);FUTBOL;Hombre;12;42.4;135;74;153;420;142;21.1;8.12;14;4;10
COL GUSTAVO RESTREPO (IED);FUTBOL;Hombre;12;33.2;157;75.6;150;270;150;21;6.76;22;4;10
COL GUSTAVO RESTREPO (IED);FUTBOL;Hombre;12;48.1;158;74;156;510;165;19.5;6.43;37;5;10.5
COL GUSTAVO RESTREPO (IED);FUTBOL;Mujer;12;47;143;110;139;295.2;104;25.98;5.3;15;1;8.5
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;40.2;142.6;125.3;154.2;275;158;21.64;6.8;10;2;9
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;37;145.4;123.8;145.5;260;125;22.53;5.91;21;2;9
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;32.4;138.9;119.5;144;230;131;19.07;5.2;17;6;11
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;36.4;137.2;126.4;145.1;230;165;18.27;5.05;15;4;10
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;44.2;144.2;123.9;153;280;135;18.23;5.22;7;2;9
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;59.4;143.7;124.1;146;390;150;18.36;5.34;15;5;10.5
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;34.4;139.7;120.5;145;310;120;19.96;5.13;17;5;10.5
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;31.1;139.8;121;145;310;146;18.28;5.62;13;5;10.5
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;42.1;139.2;123.1;142;270;138;19.99;7.12;13;4;10
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;41.7;145.1;124.3;151;300;140;20.42;6.37;16;4;10
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;37.2;147.5;125.6;147;370;156;20.5;6.52;15;5;10.5
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;41.2;145.9;125.8;154;300;113;20.53;6.89;6;5;10.5
COL INST TEC INTERNACIONAL (IED);FUTBOL;Hombre;12;36.8;147.6;125.7;151;420;158;18.54;5.03;14;7;11.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;51;161.3;82;162;300;209;25.1;5.62;12;6;11
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;38.5;141;73.8;141;358;156;20.66;4.85;28;4;10
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;43.8;149;77;151;393;177;18.91;4.91;24;1;8.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;35;145;72;148;240;140;19.41;5.6;20;1;8.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;54;152;81.4;154;533;142;21.43;6.03;24;1;8.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;33.6;147;75.2;150.5;306;159;23.58;4.91;25;4;10
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;42.6;145.7;74.5;149;280;149;25.07;6.25;23;3;9.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;51;155;80.4;157.5;280;119;24.12;5.25;23;1;8.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Mujer;12;50.6;154.8;80.4;158;368;138;25.06;5.58;19;1;8.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;32.3;143;73.4;143;254;140;22.59;4.87;12;4;10
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;43.8;152.7;79;162;320;163;22.47;5;13;4;10
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;34.2;146.9;77.5;151.5;291;142;21.62;5.14;20;5;10.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Mujer;12;42.7;150;77.1;152.5;240;143;23.43;4.41;23;5;10.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Mujer;12;40.6;152;80.5;153;398;101;25.84;5.34;30;5;10.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Mujer;12;50;157.5;80;154.5;373;116;23.72;5.34;23;3;9.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;38.9;144;75;152;310;164;21.54;4.85;25;7;11.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;34.2;154;74;159;300;165;20.37;4.82;20;5;10.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;41.8;153;79;155;290;155;20.75;5.01;26;5;10.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;42.3;146;74;148;280;94;20.5;5.84;15;2;9
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;34.6;140;71;137;260;140;22.02;5.15;16;3;9.5
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;29;141;70;137;250;142;19.79;7.14;10;2;9
COL INST TEC JUAN DEL CORRAL (IED);FUTBOL;Hombre;12;42.5;149;77;151;440;140;26.71;5.01;29;2;9
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Mujer;12;36.39;151;76.22;149;321.1;146;19.21;5.12;18;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;35.45;159;76.34;149;321.2;146;19.21;5.17;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;37.12;163;76.45;150;321.6;146;19.16;5.18;19;3;9.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Mujer;12;36.22;148;75.7;150;321.4;147;19.15;5.17;19;6;11
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.45;165;75.35;149;320.3;146;19.13;5.19;19;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.46;148;75.67;149;320.5;146;19.26;5.18;18;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;35.67;163;76.23;149;320.3;146;19.15;5.14;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;39.33;153;75.34;149;320.9;146;19.15;5.13;19;6;11
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;39.56;149;75.34;149;321.6;146;19.16;5.43;19;7;11.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;39.23;148;76.02;149;321.5;146;19.13;5.13;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Mujer;12;37.73;150;75.45;149;320.3;146;19.15;5.13;19;3;9.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;37.56;148;75.45;150;321.5;146;18.52;5.13;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;37.56;147;75.67;149;320.5;146;19.45;5.14;19;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;39.45;148;75.23;149;321.9;146;18.91;5.13;19;6;11
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.45;149;75.34;149;320.8;146.2;18.16;5.16;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.34;149;76.02;149;320.8;146.3;19.16;5.11;18;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;35.46;143;74.5;149;321.6;146;19.16;5.11;19;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Mujer;12;37.12;144;75.5;149;321.5;147;19.53;5.12;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;36.22;146;74.2;149;301.2;147;19.63;5.12;19;3;9.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.45;145;73.5;149;320.3;147;19.15;5.12;19;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.46;146;75.5;149;301.3;147;19.52;5.11;18;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Mujer;12;36.11;143;73.5;149;321.5;148;19.13;5.12;18;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Mujer;12;36.33;148;74.5;149;320.5;137;19.15;5.11;19;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;39.33;144;74.5;149;300.6;147;19.15;5.14;18;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;35.24;142;74.3;148;321.9;137;19.63;5.12;18;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;39.23;145;73.4;148;320.8;138;18.52;5.41;19;3;9.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;37.73;144;74.5;149;321.1;136;19.51;5.43;19;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;36.58;146;73.5;149;321.2;147;19.57;5.11;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;37.56;143;73.4;149;300.5;147;19.16;5.13;18;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;36.34;142;73.4;149;321.6;147;19.15;5.43;19;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;39.45;144;74.4;149;321.4;136;19.13;5.44;18;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;36.72;144;74.5;149;320.3;148;19.26;5.43;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.32;143;74.6;142;320.8;137;19.13;5.11;18;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.32;145;74.5;149;320.4;147;19.15;5.12;18;3;9.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;36.58;148;75.34;149;301.2;147;19.53;5.12;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;37.56;138;75.34;142;301.3;148;19.15;5.43;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;36.34;146;76.02;149;300.6;137;19.52;5.44;18;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;39.45;153;73.45;143;321.5;147;19.16;5.43;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Mujer;12;36.33;150;75.67;142;320.8;137;18.52;5.42;18;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Mujer;12;39.33;151;73.34;142;320.8;137;18.52;5.11;19;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;37.12;159;73.32;143;301.1;137;19.15;5.11;19;7;11.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;36.22;145;75.34;149;320.9;136;19.13;5.12;19;6;11
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Mujer;12;38.11;149;73.12;149;320.3;147;19.52;5.12;19;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;35.45;149;74.1;149;301.3;136;19.16;5.43;18;6;11
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;36.56;149;76.45;149;300.6;148;19.13;5.41;19;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;39.45;165;75.67;142;300.6;136;18.52;5.12;18;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;36.7;163;76.23;142;321.9;136;18.52;5.11;19;4;10
COL INST TEC LAUREANO GOMEZ (IED);FUTBOL;Hombre;12;38.45;148;73.23;150;300.9;136;19.52;5.14;18;3;9.5
