Institución Educativa Distrital -IED;Deporte;Sexo;Edad (años cumplidos);Peso (kg);Talla (cm);Talla Sentado (cm);Envergadura (cm);Balón Medicinal;Salto Largo;10 x 5 (s);30 m lanzados (s);Wells;Leger;Velocidad Máxima (Course Navette - km h^-1)
COMUNIDAD1;JUDO;Mujer;12;48;149;79;150;440;109;20;5.69;28;NA;NA
COMUNIDAD1;JUDO;Hombre;12;35;141;73;157;280;117;21.9;5.22;23;NA;NA
COMUNIDAD1;JUDO;Hombre;12;35;144;74;143;300;138;20.3;5.2;19;NA;NA
COMUNIDAD1;JUDO;Mujer;12;36;136;71;136;440;120;22.5;5.3;31;NA;NA
COMUNIDAD1;JUDO;Mujer;12;40;140;73;140;380;106;23.5;5.51;31;NA;NA
COMUNIDAD1;JUDO;Hombre;12;46;153;77;152;320;130;20.6;5.1;23;NA;NA
COMUNIDAD1;JUDO;Hombre;12;45;160;85;157;380;130;20.4;4.77;31;NA;NA
COL ANTONIO BARAYA (IED);KARATE DO;Mujer;12;33.4;142;73;142;280;133;26.3;5.62;14;2;9
COL ANTONIO BARAYA (IED);KARATE DO;Mujer;12;61.7;160;83;162;382;137;22.2;5.27;31;3;9.5
COL ANTONIO BARAYA (IED);KARATE DO;Hombre;12;35.5;147;74;145;262;130;19.6;5.01;16;8;12
COL ANTONIO BARAYA (IED);KARATE DO;Mujer;12;43.9;157;82;159;390;145;31.91;5.9;19;2;9
COL ANTONIO NARI√ëO (IED);KARATE DO;Mujer;12;48.3;154;81.3;159;320;142;19.1;6.16;30;2;9
COL ANTONIO NARI√ëO (IED);KARATE DO;Mujer;12;43.7;149;79.3;151;230;148;21.4;5.19;35;3;9.5
COL ANTONIO NARI√ëO (IED);KARATE DO;Hombre;12;48.7;155.2;81.1;150;290;153;22.5;5.82;16;7;11.5
COL ANTONIO NARI√ëO (IED);KARATE DO;Hombre;12;34.6;149;73.8;149;180;128;19.46;5.25;22;4;10
COL ANTONIO NARI√ëO (IED);KARATE DO;Hombre;12;39.3;149;77;156;270;144;20.34;5.28;23;6;11
COL ANTONIO NARI√ëO (IED);KARATE DO;Mujer;12;40.9;152;79;150;290;110;21.9;5.15;15;3;9.5
COL ANTONIO NARI√ëO (IED);KARATE DO;Hombre;12;45.8;159;81;161;350;115;25.12;6.38;17;3;9.5
COL EDUARDO SANTOS (IED);KARATE DO;Hombre;12;44.8;158;81;135;300;109;22.9;6.2;12;5;10.5
COL EDUARDO SANTOS (IED);KARATE DO;Mujer;12;50.3;161;84;138;360;145;20.2;7.6;23;3;9.5
COL NACIONES UNIDAS (IED);KARATE DO;Mujer;12;34.5;148.7;75.5;151;216;133;25.53;7;13;2;9
COL NACIONES UNIDAS (IED);KARATE DO;Hombre;12;48.9;158;80.9;167;380;164;19.15;5.27;13;5;10.5
COL NACIONES UNIDAS (IED);KARATE DO;Mujer;12;37.9;145.8;76.9;149.5;238;120;21.1;6.77;23;3;9.5
COL NACIONES UNIDAS (IED);KARATE DO;Hombre;12;37.6;147.3;76.1;151;273;150;20.5;5.98;20;3;9.5
COL NACIONES UNIDAS (IED);KARATE DO;Mujer;12;39.6;150.3;78.4;149;252;107;22.4;5.87;14;3;9.5
COL NACIONES UNIDAS (IED);KARATE DO;Hombre;12;45.7;151.7;78.9;150;350;153;22.77;5.61;15;2;9
COL REPUBLICA EEUU DE AMERICA (IED);KARATE DO;Hombre;12;42.1;149;78;153;481;143;19.44;5.62;26;5;10.5
COL REPUBLICA EEUU DE AMERICA (IED);KARATE DO;Mujer;12;36.9;141;76.5;139;276;144;22.9;5.84;28;3;9.5
COL REPUBLICA EEUU DE AMERICA (IED);KARATE DO;Hombre;12;60.4;155.3;81.3;156;360;119;24.9;6.23;16;2;9
COL REPUBLICA EEUU DE AMERICA (IED);KARATE DO;Hombre;12;50.9;154;80;150.5;331;111;22.1;5.78;16;4;10
COL REPUBLICA EEUU DE AMERICA (IED);KARATE DO;Hombre;12;45.4;151.1;72.1;149;278;172;21.9;5.79;16;4;10
COL REPUBLICA EEUU DE AMERICA (IED);KARATE DO;Hombre;12;46;149;74.3;145;352;161;21.7;6.01;13;4;10
COL REPUBLICA EEUU DE AMERICA (IED);KARATE DO;Mujer;12;38.8;143.5;70.5;139;163;120;23.78;7.61;31.5;3;9.5
COL REPUBLICA EEUU DE AMERICA (IED);KARATE DO;Mujer;12;40.1;158.6;91.5;129;262;120;21.74;6.74;19.9;5;10.5
COL REPUBLICA EEUU DE AMERICA (IED);KARATE DO;Hombre;12;44.5;147.6;84.4;132;193;160;21;5.73;24;2;9
COMUNIDAD1;KARATE DO;Mujer;12;32.8;141.5;70.9;140;292;116;23.5;5.5;23.5;4;10
COMUNIDAD1;KARATE DO;Hombre;12;41.1;159.5;89.5;162;370;147;19.96;5.2;24;4;10
COMUNIDAD1;KARATE DO;Hombre;12;39.4;146.7;79.6;147;270;148;25.15;5.81;26;3;9.5
COL FEDERICO GARCIA LORCA (IED);LUCHA;Mujer;12;36;145;74;144;280;150;19.02;5.4;18;5;10.5
COL FEDERICO GARCIA LORCA (IED);LUCHA;Mujer;12;35;138;70;139;235;152;17.49;6.01;19;6;11
COL FEDERICO GARCIA LORCA (IED);LUCHA;Hombre;12;33.8;154;80.5;154;400;99;22;5.76;16.6;1;8.5
COL FEDERICO GARCIA LORCA (IED);LUCHA;Mujer;12;53.8;165;84;166;380;116;18.7;5.27;21;3;9.5
COL ANTONIO BARAYA (IED);NATACION;Hombre;12;31.6;136;71.5;139;235;148;17.52;5.16;26;5;10.5
COL ANTONIO BARAYA (IED);NATACION;Hombre;12;36.9;142;76.5;145;278;150;19.38;4.88;14;8;12
COL ANTONIO BARAYA (IED);NATACION;Hombre;12;33;150;75;150;318;152;17.24;5.32;13;5;10.5
COL ANTONIO JOSE URIBE (IED);NATACION;Hombre;12;34;141;76;145;280;130;19.4;5.58;27;5;10.5
COL ANTONIO JOSE URIBE (IED);NATACION;Hombre;12;31;142;73;143;260;147;19.68;6.03;15;4;10
COL ANTONIO JOSE URIBE (IED);NATACION;Hombre;12;39.5;140;79;143;260;130;22.9;6.41;26;2;9
COL ANTONIO JOSE URIBE (IED);NATACION;Mujer;12;35.3;144;72;144;430;154;20.96;5.23;28;4;10
COL CARLOS ALBAN HOLGUIN (IED);NATACION;Mujer;12;52.5;158.8;82.3;154.8;250;113;23.81;6.3;19;3;9.5
COL CARLOS ALBAN HOLGUIN (IED);NATACION;Mujer;12;38.5;136;72;140;236;90;22.78;5.33;24;4;10
COL DELIA ZAPATA OLIVELLA (IED);NATACION;Mujer;12;42.9;152.5;76.5;154.3;300;129;22.02;5.18;24;3;9.5
COL DELIA ZAPATA OLIVELLA (IED);NATACION;Hombre;12;31.2;143;74.5;146.9;246;140;20.71;4.86;32;6;11
COL EDUARDO CARRANZA (IED);NATACION;Hombre;12;40;145;72;147;380;180;19.54;5.55;18;1;8.5
COL GERARDO PAREDES (IED);NATACION;Hombre;12;45.2;147;69;149;270;122;22.09;6.9;18;3;9.5
COL GERARDO PAREDES (IED);NATACION;Hombre;12;58;156;72;162;260;140;21.03;6.1;16;3;9.5
COL GERARDO PAREDES (IED);NATACION;Mujer;12;49.4;150;75;143;240;100;26.12;6.12;22;3;9.5
COL INST TEC LAUREANO GOMEZ (IED);NATACION;Mujer;12;35.8;152;74.5;155;255;145.5;20.35;5.91;22;3;9.5
COL INST TEC LAUREANO GOMEZ (IED);NATACION;Hombre;12;29.6;135.5;67.2;139;261;159;22.74;5.99;24;6;11
COL INST TEC LAUREANO GOMEZ (IED);NATACION;Hombre;12;35.7;141;80;156;290;155;19.48;5.43;10;6;11
COL KIMI PERNIA DOMICO (IED);NATACION;Mujer;12;43.3;145;67;141;270;116;24.9;5;18;1;8.5
COL LUIS ANGEL ARANGO (IED);NATACION;Hombre;12;35.3;146.6;75.3;136.5;240;133;22.61;6.56;23;3;9.5
COL LUIS ANGEL ARANGO (IED);NATACION;Mujer;12;29.9;141.1;74;127;290;148;21.65;5.83;23;2;9
COL LUIS ANGEL ARANGO (IED);NATACION;Hombre;12;55.9;151.5;88;145;245;112;24.5;7.66;18;3;9.5
COL LUIS ANGEL ARANGO (IED);NATACION;Hombre;12;37;156;77;155;321;112;19.96;6.96;21;5;10.5
COL LUIS ANGEL ARANGO (IED);NATACION;Hombre;12;52;157;77;156;345;105;20.09;7.03;15;2;9
COL LUIS ANGEL ARANGO (IED);NATACION;Mujer;12;39;140;74;133;395;112;21.07;6.78;23;2;9
COL LUIS ANGEL ARANGO (IED);NATACION;Mujer;12;40.6;159;79;153;280;90;25.3;6.3;30;2;9
COL OEA (IED);NATACION;Hombre;12;42.1;148.8;76.5;152.5;370;160;22.33;5.06;25;7;11.5
COL OEA (IED);NATACION;Mujer;12;38.7;147.5;76;147.5;376;108.8;29.49;5.72;28.5;7;11.5
COL OEA (IED);NATACION;Mujer;12;33.5;139.6;72.2;140.7;220;104;24.77;7;29;3;9.5
COL OEA (IED);NATACION;Mujer;12;47.4;155.9;72.9;153;320;168;22.8;5.72;21;4;10
COL OEA (IED);NATACION;Hombre;12;34.1;139.4;72.1;156.5;330;155;21.96;5.55;14.5;5;10.5
COL OEA (IED);NATACION;Mujer;12;38.4;151.6;78.8;151.2;240;102;25;6.3;9.5;3;9.5
COL OEA (IED);NATACION;Mujer;12;40.4;149.4;75;152.2;330;99;33.53;10.39;10;3;9.5
COL OEA (IED);NATACION;Mujer;12;40.8;150;73;151;245;110;29.15;5.85;18;3;9.5
COL RAFAEL URIBE URIBE (IED);NATACION;Hombre;12;44.9;146;71.5;150;300;108;19.38;5.19;17;4;10
COL RAFAEL URIBE URIBE (IED);NATACION;Mujer;12;32;139;71.5;144;170;114;20.38;6.7;32;1;8.5
COL RAFAEL URIBE URIBE (IED);NATACION;Hombre;12;51.6;141;77;148;340;152;20.38;6.21;22;2;9
COL RAFAEL URIBE URIBE (IED);NATACION;Mujer;12;47.8;154;79.05;156;365;130;19.14;5.5;23;3;9.5
COL SIMON RODRIGUEZ (IED);NATACION;Hombre;12;30.9;143.2;70.4;146.2;280;135;19.85;6.06;20;3;9.5
COL SIMON RODRIGUEZ (IED);NATACION;Hombre;12;29.3;140;73;137;250;127;22.84;5.4;12;6;11
COL SIMON RODRIGUEZ (IED);NATACION;Hombre;12;34.4;140;71;145;300;158;24;6.2;15;6;11
COL TOMAS CARRASQUILLA (IED);NATACION;Hombre;12;34.4;151;75.9;148;310;154;19.34;4.53;14;8;12
COL TOMAS CARRASQUILLA (IED);NATACION;Hombre;12;39.7;151;76.5;148;325;149;16.16;5.12;7;5;10.5
COL TOMAS CARRASQUILLA (IED);NATACION;Hombre;12;35.1;144;74.2;145.4;350;169;17.84;4.72;15;6;11
COL TOMAS CARRASQUILLA (IED);NATACION;Mujer;12;38.9;144;77;143.2;200;109.3;23.33;5.8;13;2;9
COL TOMAS CARRASQUILLA (IED);NATACION;Hombre;12;32.5;139;72.1;142;260;153;18.5;4.87;21;5;10.5
COL TOMAS CARRASQUILLA (IED);NATACION;Hombre;12;36;147;71;151;230;142;19.93;5.27;14;2;9
COL TOMAS CARRASQUILLA (IED);NATACION;Hombre;12;36.4;147;77.2;155;240;150;23.1;6.63;26;6;11
COL TOMAS CARRASQUILLA (IED);NATACION;Hombre;12;32.9;153;79;150;240;168;21.12;7.8;11;2;9
COL TOMAS CARRASQUILLA (IED);NATACION;Mujer;12;40.6;152.5;76.4;152;277;125;20.9;5.76;18;3;9.5
COL TOMAS CARRASQUILLA (IED);NATACION;Hombre;12;40.6;152.5;75.3;155.5;250;116;25;6.08;7;3;9.5
COMUNIDAD1;NATACION;Hombre;12;47.9;165;83;169;440;197;22.83;4.83;24;7;11.5
COMUNIDAD1;NATACION;Mujer;12;33.2;147.5;74.5;148;260;119;22.14;6.25;25;6;11
COMUNIDAD1;NATACION;Hombre;12;42.9;152.5;76.6;154;300;129;22.02;5.18;24;3;9.5
COMUNIDAD1;NATACION;Mujer;12;40.3;145.5;75.5;146;230;141;22.09;5.48;25;2;9
COMUNIDAD1;NATACION;Hombre;12;31.2;143;74.5;146;276;140;20.71;4.86;32;6;11
COMUNIDAD1;NATACION;Hombre;12;44.3;156;78;154;310;130;25.24;5.01;23;4;10
COMUNIDAD1;NATACION;Mujer;12;40;151;74.5;154;231;120;20.53;6.13;26;3;9.5
COMUNIDAD1;NATACION;Mujer;12;40.9;143.5;73.5;143;156;112;23.35;6.26;27;5;10.5
COMUNIDAD1;NATACION;Mujer;12;49.9;153;77.5;156.3;240;125;23.66;6.18;14;3;9.5
COMUNIDAD1;NATACION;Hombre;12;43.4;141.5;68.5;142.5;260;150;19.12;5.37;25;7;11.5
COMUNIDAD1;NATACION;Hombre;12;45.6;157;77.5;158.3;430;187;18.81;4.73;19.5;6;11
COMUNIDAD1;NATACION;Mujer;12;46.8;152;76.5;155;261;120;22.05;6.29;26.5;3;9.5
COMUNIDAD1;NATACION;Hombre;12;44.1;160;75.5;164;310;124;21.61;6.18;19;5;10.5
COMUNIDAD1;NATACION;Mujer;12;60.5;145.5;80;150;322;118;21.29;6.07;35;4;10
COL ALEXANDER FLEMING (IED);PATINAJE;Mujer;12;49.8;150.5;79.5;146;290;117;24.24;6.93;17;2;9
COL ALEXANDER FLEMING (IED);PATINAJE;Mujer;12;56;155;82;154;300;105;22.25;6.46;23;2;9
COL ANTONIO NARI√ëO (IED);PATINAJE;Mujer;12;39.3;152;78;151;280;121;24.05;6.45;24;2.3;NA
COL ANTONIO NARI√ëO (IED);PATINAJE;Mujer;12;50.3;158;82;160;220;105;22.45;5.7;23;3.3;NA
COL CARLOS ARANGO (IED);PATINAJE;Mujer;12;49.4;155;77.9;159;290;136;21.4;6.21;28.5;NA;NA
COL CARLOS ARANGO (IED);PATINAJE;Mujer;12;39.4;133.6;75.3;150;360;119;18.88;5.06;29;NA;NA
COL CARLOS ARANGO (IED);PATINAJE;Mujer;12;46.1;147.8;79.2;150;350;102;20.5;6.03;34;NA;NA
COL CARLOS ARANGO (IED);PATINAJE;Mujer;12;39.1;144;75.1;145;330;130;23.8;5.34;31;NA;NA
COL CARLOS ARANGO (IED);PATINAJE;Mujer;12;39.4;143.8;78.8;140;290;90;23.57;7.1;10.5;NA;NA
COL CASTILLA (IED);PATINAJE;Mujer;12;43;151.7;77.7;156;271;124;21.15;4.94;14;3;9.5
COL CASTILLA (IED);PATINAJE;Mujer;12;47.1;148.9;75.7;149;170;112.5;21.36;5.47;8;3;9.5
COL CASTILLA (IED);PATINAJE;Mujer;12;33.9;144.5;74;144.5;371;136;18.8;5.31;32;5;10.5
COL CASTILLA (IED);PATINAJE;Mujer;12;38.6;153.1;79.6;152.5;305;115;20.7;6.25;14;4;10
COL CASTILLA (IED);PATINAJE;Mujer;12;49.1;154.6;79.5;157.5;371;153;27.74;4.99;22;3;9.5
COL CASTILLA (IED);PATINAJE;Mujer;12;54.6;150.7;78;156.7;344;122.5;26.07;6.31;31;2;9
COL CASTILLA (IED);PATINAJE;Mujer;12;55.5;154.5;80.2;157;370;116;23.93;5.75;17;3;9.5
COL CASTILLA (IED);PATINAJE;Mujer;12;36;146.7;75.4;153;340;136;21.39;6.02;19;4;10
COL CASTILLA (IED);PATINAJE;Mujer;12;48.5;153.2;78;152;450;148;21.4;5.06;30;4;10
COL CASTILLA (IED);PATINAJE;Mujer;12;32.8;147.5;72.5;149;271;157;22.81;5.65;26;3;9.5
COL CASTILLA (IED);PATINAJE;Mujer;12;36.6;142.9;71;144.3;337;129;23.24;5.5;9;2;9
COL CASTILLA (IED);PATINAJE;Mujer;12;44.2;155.6;77.9;163;338;126;20.94;5.37;20;2;9
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;39;136;69;138;360;126;23.4;6.7;29;2;9
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;55;157;82;158;450;150;19.8;5.8;27;3;9.5
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;48;152;79.5;149;290;135;21;6;34;3;9.5
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;37.9;145;73;145;320;141;28.95;4.73;31;3;9.5
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;46.7;147;73.5;152;270;105;25.28;6.25;22;1;8.5
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;33;145;69;151;290;130;25.32;6.28;30;4;10
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;52.4;148;75;154;300;147;23.42;5.91;30;3;9.5
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;44.6;151;76;149;370;126;23.6;5.16;16;3;9.5
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;50.2;154;79;155;310;134;22.34;6.31;32;3;9.5
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;33;139;79;154;270;135;22.8;6.15;32;2;9
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;48;152;79;157;320;122;23.86;6.45;17;1;8.5
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;34.2;142;73;141;290;120;21.8;5.38;31;4;10
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;55.8;156;78;158;260;110;22.63;6.09;20;1;8.5
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;40.1;144;75;145;290;117;22.75;6.44;24;1;8.5
COL CLEMENCIA DE CAYCEDO (IED);PATINAJE;Mujer;12;36.2;147;73;147;360;134;20.6;5.58;24;5;10.5
COL INST TEC INTERNACIONAL (IED);PATINAJE;Mujer;12;40.5;160;119;139;230;140;25.7;5.27;28;3;9.5
COL INST TEC INTERNACIONAL (IED);PATINAJE;Hombre;12;44.6;160;118;165;360;165;22.2;5.96;21;2;9
COL INST TEC INTERNACIONAL (IED);PATINAJE;Mujer;12;43;154;120;150;260;90;22.6;6.19;17;3;9.5
COL INST TEC LAUREANO GOMEZ (IED);PATINAJE;Mujer;12;38.5;152;74;147;370;152;21.18;4.82;32;5;10.5
COL INST TEC LAUREANO GOMEZ (IED);PATINAJE;Mujer;12;50.8;147;82;147;350;144;17.68;5.15;25;2;9
COL INST TEC LAUREANO GOMEZ (IED);PATINAJE;Mujer;12;35.2;146;78;144;290;144;17.89;5.3;17;3;9.5
COL INST TEC LAUREANO GOMEZ (IED);PATINAJE;Mujer;12;40;141;78;146;350;125;25.1;5.1;32;4;10
COL INTEGRADO DE FONTIBON IBEP (IED);PATINAJE;Mujer;12;38.8;157.3;80.6;155.1;325;122;23.45;5.14;21;2;9
COL INTEGRADO DE FONTIBON IBEP (IED);PATINAJE;Mujer;12;52.2;156.8;79;159.8;390;120;27.9;7.1;11;1;8.5
